Date,JAHR,MONAT,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,rolling_mean
2020-01-01,1.8257418583505538,-1.5932550136313832,-0.45082843454443455,-0.8139901836226857,0.11978039130636169,0.2242520127196237,-0.7045898697844294,0.25007871066992166,-0.201942991574548,-0.26695574390629445,-0.4387038087320045,-0.554473472281171,-0.887191192732318,-1.2217103402052782,-0.5344525621625688
2020-02-01,1.8257418583505538,-1.3035722838802226,-0.8662569458221004,-0.4595858006832096,-0.8138924024663031,0.1089657468795465,0.2111008480544014,-0.7020873822147705,0.2456196045760902,-0.21202261248875376,-0.2750869029671784,-0.44591189934849007,-0.5611090993261356,-0.8969338642237741,-0.4983829467191354
2020-03-01,1.8257418583505538,-1.013889554129062,-0.15409378363181608,-0.8730575807792651,-0.4637651048015538,-0.8133243798410712,0.09663950832454755,0.1940689405002339,-0.705450912244016,0.22744243885157184,-0.22054793437890305,-0.2830695399494686,-0.45241506819074145,-0.5721573882422699,-0.4262437158322687
2020-04-01,1.8257418583505538,-0.7242068243779014,-0.9256038760046241,-0.16424881490031282,-0.8722469520770947,-0.4674655823208396,-0.8190512095142832,0.08204940016085835,0.18967428005726042,-0.70642079524662,0.2157638143272998,-0.2287887534831281,-0.2893740214876503,-0.46389856291510184,-0.46832493384960727
2020-05-01,1.8257418583505538,-0.43452409462674085,-0.9849508061871478,-0.9321249779358445,-0.17199235674759605,-0.8709675127611098,-0.47566719032472166,-0.8141069225541461,0.07778363101960087,0.17250930743403114,-0.7113986516733812,0.20545753824759588,-0.2350270059199532,-0.30151032492434976,-0.528440959588663
2020-06-01,1.8257418583505538,-0.14484136487558028,-0.15409378363181608,-0.9911923750924239,-0.9306015016878862,-0.17924991772064655,-0.8762818793792101,-0.4780483015360194,-0.8173415612816756,0.06264304459894975,0.16122484573902446,-0.7173158316801925,0.1997491186216233,-0.24738091226076572,-0.5224293570147573
2020-07-01,1.8257418583505538,0.14484136487558028,0.38002858801089723,-0.16424881490031282,-0.9889560512986778,-0.9286106456811485,-0.18951384100008706,-0.8701166927238339,-0.48166961416869686,-0.8162870580817014,0.05214690856247374,0.1511767517812554,-0.7241501460292268,0.18565438904790652,-0.46832493384960727
2020-08-01,1.8257418583505538,0.43452409462674085,0.9141509596536105,0.36735775950890137,-0.17199235674759605,-0.9862537786011871,-0.9335125492441371,-0.1979994506875805,-0.8732868858005053,-0.4866882695764572,-0.820476588849932,0.042615178848574395,0.14540210305392626,-0.734545626233022,-0.40820890811055205
2020-09-01,1.8257418583505538,0.7242068243779014,0.2019877974633261,0.8989643339181156,0.3531985897495279,-0.17924991772064655,-0.9907432191090639,-0.9261264628935216,-0.201942991574548,-0.8712201894992422,-0.4932427773202798,-0.8258774046128736,0.03670807191853211,0.13152497638432248,-0.3180348695019687
2020-10-01,1.8257418583505538,1.013889554129062,0.2019877974633261,0.1901555680391633,0.8783895362466518,0.3395382785597009,-0.18951384100008706,-0.9821362330632094,-0.9292322103193351,-0.21202261248875376,-0.8750155574382074,-0.5001926858148306,-0.8328441771646209,0.02326615105715443,-0.3240464720758739
2020-11-01,1.8257418583505538,1.3035722838802226,-0.5101753647269582,0.1901555680391633,0.17813494091715323,0.8583264748400484,0.3255621877842552,-0.1979994506875805,-0.9851775348381648,-0.9261533209167828,-0.22054793437890305,-0.8801581910792141,-0.5067620837584386,-0.84280445156019,-0.3901741003888354
2020-12-01,1.8257418583505538,1.5932550136313832,-1.1629915967347189,-0.5186531978397889,0.17813494091715323,0.1666088797995851,0.8406382165685975,0.30608848083960943,-0.201942991574548,-0.9810864523343236,-0.9295545260264827,-0.2287887534831281,-0.887191192732318,-0.5180279755786859,-0.4262437158322687
2021-01-01,2.008316044185609,-1.5932550136313832,-1.756460898559956,-1.1683945665621618,-0.5221196544123453,0.1666088797995851,0.1538701781894745,0.8101764123667994,0.30156492909491994,-0.21202261248875376,-0.984093494614758,-0.9344389775455546,-0.2350270059199532,-0.8969338642237741,-0.5584989724581907
